상호명,상권업종소분류명,시군구명,행정동명,지번주소,도로명주소,경도,위도
우연못,카페,제주시,노형동,제주특별자치도 제주시 노형동 139,제주특별자치도 제주시 은수길 110,126.487621,33.466749
유앤유,카페,제주시,이도2동,제주특별자치도 제주시 도남동 184-1,제주특별자치도 제주시 원남6길 47,126.530498,33.48514
파인브레드,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 833-1,제주특별자치도 제주시 애월읍 일주서로 6365,126.334231,33.462739
콜라,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 1028,제주특별자치도 제주시 한림읍 일주서로 5857,126.291921,33.443319
사우스카페,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 화순리 2015-1,제주특별자치도 서귀포시 안덕면 화순로 191-43,126.325915,33.24539
아하비제주,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 금악리 산 32-1,제주특별자치도 제주시 한림읍 화전길 82,126.368894,33.347534
채색,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 2004-3,제주특별자치도 제주시 구남동2길 15-4,126.536178,33.489399
전농로의오후,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 594-20,제주특별자치도 제주시 전농로 75,126.521245,33.504516
시시소소,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 송당리 1352-2,제주특별자치도 제주시 구좌읍 중산간동로 2247,126.782814,33.472108
비자림베리멍,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 2943,제주특별자치도 제주시 구좌읍 다랑쉬북로 58,126.812818,33.492091
길리,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 월정리 407,제주특별자치도 제주시 구좌읍 월정1길 65,126.793694,33.556688
컵독스커피제주,카페,제주시,이도2동,제주특별자치도 제주시 도남동 908-2,제주특별자치도 제주시 신성로 71,126.526955,33.49554
카페하모,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 1244-7,제주특별자치도 서귀포시 대정읍 동일하모로149번길 4,126.247655,33.226106
공차제주삼화점,카페,제주시,삼양동,제주특별자치도 제주시 도련일동 1937-6,제주특별자치도 제주시 건주로 37,126.580994,33.516111
어반르토아,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1979-4,제주특별자치도 제주시 구남동5길 36,126.542001,33.49108
프렌즈스크린앤데미다,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 55-1,제주특별자치도 제주시 연북로 707,126.55131,33.495
카페테리아구상나무,카페,서귀포시,영천동,제주특별자치도 서귀포시 상효동 산 25,제주특별자치도 서귀포시 산록남로 2847-37,126.586012,33.307216
제주돌돌,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 970,제주특별자치도 제주시 한림읍 귀덕11길 39,126.295941,33.446317
알14,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 월령리 374-1,제주특별자치도 제주시 한림읍 월령안길 24,126.214189,33.376503
더제파,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 월정리 482-5,제주특별자치도 제주시 구좌읍 월정3길 40,126.793979,33.554569
다과상점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 1830,제주특별자치도 제주시 애월읍 유수암로 51,126.403199,33.438233
김한미술관,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 상대리 3206,제주특별자치도 제주시 한림읍 한상로 115,126.287168,33.409049
마음에온,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1301-4,제주특별자치도 제주시 칠성로길 29-1,126.525958,33.514578
감저,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 동일리 2918,제주특별자치도 서귀포시 대정읍 대한로 22,126.245178,33.229725
빽다방서귀포하원점,카페,서귀포시,대천동,제주특별자치도 서귀포시 월평동 232-1,제주특별자치도 서귀포시 일주서로 443,126.461386,33.253651
메가엠지씨커피제주동문,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1476-37,제주특별자치도 제주시 관덕로 65,126.526266,33.513326
평대당,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 평대리 1962,제주특별자치도 제주시 구좌읍 평대2길 39-55,126.838197,33.535666
리치망고우도검멀레점,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 317-2,제주특별자치도 제주시 우도면 우도해안길 1132,126.967501,33.497755
로이셀세화,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1488-1,제주특별자치도 제주시 구좌읍 세화5길 8,126.856809,33.523941
깡,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 가시리 1900-1,제주특별자치도 서귀포시 표선면 가시로565번길 18,126.771946,33.353355
비마이게스트,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 1586,제주특별자치도 제주시 한림읍 한림로 406,126.245489,33.397965
봉성프리마,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 봉성리 4086,제주특별자치도 제주시 애월읍 봉성로2길 16-1,126.311546,33.416336
포토힐링쉼터,카페,서귀포시,예래동,제주특별자치도 서귀포시 상예동 3966-1,제주특별자치도 서귀포시 중산간서로 1309,126.379034,33.275005
비양놀,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 수원리 965,제주특별자치도 제주시 한림읍 한림해안로 311,126.263511,33.42898
빈2020,카페,제주시,한경면,제주특별자치도 제주시 한경면 용수리 4289,제주특별자치도 제주시 한경면 한경해안로 120,126.167337,33.321173
우여,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 379,제주특별자치도 제주시 청귤로 4,126.536897,33.499824
알라운지,카페,제주시,연동,제주특별자치도 제주시 연동 291-13,제주특별자치도 제주시 신대로10길 19,126.494776,33.490698
지오시까페,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1858-1,제주특별자치도 제주시 조천읍 번영로 1648-41,126.704865,33.451607
리에또,카페,제주시,노형동,제주특별자치도 제주시 노형동 942-7,제주특별자치도 제주시 원노형로 49-1,126.485054,33.484194
담담,카페,제주시,한경면,제주특별자치도 제주시 한경면 저지리 3263-2,제주특별자치도 제주시 한경면 저지12길 60,126.262432,33.33904
카페옜다,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 삼달리 1037,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,126.84082,33.378942
리틀포레스트,카페,서귀포시,대천동,제주특별자치도 서귀포시 월평동 471-1,제주특별자치도 서귀포시 월평로 15,126.459283,33.244806
어제보다오늘,카페,제주시,이호동,제주특별자치도 제주시 이호일동 367-1,제주특별자치도 제주시 서해안로 68,126.456974,33.502854
시인의집,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 조천리 3086-1,제주특별자치도 제주시 조천읍 조천3길 27,126.634545,33.535998
차걸신,카페,제주시,이도2동,제주특별자치도 제주시 도남동 920-15,제주특별자치도 제주시 도남로3길 18-2,126.527362,33.497778
카페세바,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1093-1,제주특별자치도 제주시 조천읍 선흘동2길 20-7,126.706034,33.513225
오카소,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 1255,제주특별자치도 제주시 조천읍 함덕16길 52-1,126.66414,33.542015
카페봄봄효돈점,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 139,제주특별자치도 서귀포시 효돈로 172,126.617053,33.263533
테오도라,카페,제주시,아라동,제주특별자치도 제주시 아라이동 1145-6,제주특별자치도 제주시 금월길 46,126.551557,33.484578
메가커피제주,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 511-23,제주특별자치도 서귀포시 동홍로 98,126.568563,33.257135
카페밀에드,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 603-122,제주특별자치도 제주시 용담로7길 2,126.510598,33.512778
버터모닝,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 3798-3,제주특별자치도 제주시 애월읍 하광로 279,126.422954,33.464256
카페몽,카페,제주시,아라동,제주특별자치도 제주시 아라이동 830-8,제주특별자치도 제주시 인다1길 47,126.552203,33.474068
라이드원,카페,제주시,오라동,제주특별자치도 제주시 오라이동 1552-5,제주특별자치도 제주시 오남로 156,126.515258,33.482043
펠릭스,카페,서귀포시,천지동,제주특별자치도 서귀포시 서홍동 668,제주특별자치도 서귀포시 남성중로 2-11,126.559774,33.244211
요석드림,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 1014,제주특별자치도 제주시 애월읍 유수암평화길 242,126.407987,33.423587
빽다방베이커리제주사수점,카페,제주시,도두동,제주특별자치도 제주시 도두이동 1679,제주특별자치도 제주시 서해안로 291-5,126.476619,33.509286
서늘다방,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1944-3,제주특별자치도 제주시 조천읍 선진길 7-3,126.702355,33.459003
정은카페,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 325-9,제주특별자치도 서귀포시 성산읍 동류암로39번길 9-1,126.91569,33.448016
모래알,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 2447-3,제주특별자치도 제주시 한림읍 한림로 349-1,126.240833,33.39452
삼양다방,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2137-20,제주특별자치도 제주시 일주동로 387-1,126.586415,33.521467
원더러스트제주,카페,제주시,아라동,제주특별자치도 제주시 월평동 296-1,제주특별자치도 제주시 월평9길 2-19,126.581205,33.47242
커피방아,카페,제주시,용담1동,제주특별자치도 제주시 용담일동 144-3,제주특별자치도 제주시 서문로 70,126.518449,33.511953
메가엠지커피제주삼화지구점,카페,제주시,삼양동,제주특별자치도 제주시 도련일동 1937-5,제주특별자치도 제주시 건주로 33,126.580993,33.516445
봉쥬르봉봉,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 1587,제주특별자치도 제주시 한림읍 한림로 408-2,126.245533,33.397858
봄봄도두점,카페,제주시,도두동,제주특별자치도 제주시 도두일동 2624,제주특별자치도 제주시 도공로 32,126.465806,33.503424
카페봄봄제주,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2318,제주특별자치도 제주시 화삼로 167,126.584973,33.519163
빽다방서귀포,카페,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동 397-130,제주특별자치도 서귀포시 중앙로 109,126.560549,33.254465
베르앤베르,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와산리 1636-1,제주특별자치도 제주시 조천읍 곱은달남길 191,126.671813,33.494467
드숑,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 108-5,제주특별자치도 서귀포시 동홍남로 37,126.572244,33.257057
드롭탑제주용담해안도로점,카페,제주시,용담2동,제주특별자치도 제주시 용담삼동 1145-2,제주특별자치도 제주시 서해안로 540,126.496425,33.519943
지미스베이킹컴퍼니,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 87,제주특별자치도 제주시 연신로 106,126.549719,33.492488
중섭의집,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 413-3,제주특별자치도 서귀포시 명동로 26-1,126.564716,33.247266
도깨비방망이,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 옹포리 685-3,제주특별자치도 제주시 한림읍 옹포2길 37-13,126.251945,33.398491
제주카페스르륵,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 5623,제주특별자치도 서귀포시 말질로 428,126.463266,33.232255
촐리케이크,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1970-30,제주특별자치도 제주시 신설로2길 1-1,126.542007,33.493992
예향,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 502-1,제주특별자치도 제주시 애월읍 고내북동길 51-11,126.341788,33.469036
홍이,카페,제주시,노형동,제주특별자치도 제주시 노형동 2531-1,제주특별자치도 제주시 수덕9길 43,126.473642,33.48539
카페더라이트,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 성산리 298-22,제주특별자치도 서귀포시 성산읍 한도로 269,126.936004,33.465637
산호다방,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 786-3,제주특별자치도 서귀포시 부두로 55,126.56444,33.240061
산책,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 1155,제주특별자치도 제주시 애월읍 고내로7길 49,126.336867,33.466909
카페빠네띠에,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1959-1,제주특별자치도 제주시 신설로9길 25,126.546071,33.494656
아란치오,카페,제주시,도두동,제주특별자치도 제주시 도두일동 1727-7,제주특별자치도 제주시 서해안로 234,126.470918,33.508621
달그리안,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 317-4,제주특별자치도 제주시 우도면 우도해안길 1128,126.96792,33.497746
카페679,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1910-12,제주특별자치도 제주시 조천읍 선교로 679,126.703501,33.44779
토끼네집으로오세요,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 1229-2,제주특별자치도 제주시 한림읍 귀덕로 6-1,126.295641,33.44343
벌크커피한림점,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 915-6,제주특별자치도 제주시 한림읍 한림중앙로 71,126.266714,33.408713
카페512,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 71,제주특별자치도 제주시 연삼로 512,126.544317,33.500754
테,카페,서귀포시,중문동,제주특별자치도 서귀포시 회수동 629-3,제주특별자치도 서귀포시 천제연로 311,126.437746,33.251797
제주신서란진흥원,카페,제주시,삼양동,제주특별자치도 제주시 삼양삼동 2505,제주특별자치도 제주시 일주동로 293-1,126.576433,33.522199
외도339오이디오339,카페,제주시,외도동,제주특별자치도 제주시 외도이동 339,제주특별자치도 제주시 일주서로 7345,126.431711,33.493734
테틈,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 1445-1,제주특별자치도 제주시 한림읍 협재1길 59,126.245824,33.399085
오시록,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6112-4,제주특별자치도 제주시 인다8길 34,126.548481,33.476137
식물집카페,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 841,제주특별자치도 서귀포시 서호로 21-3,126.522938,33.255967
거문오름,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 2019-3,제주특별자치도 제주시 조천읍 선교로 266,126.700532,33.479276
안트레밀,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 442-9,제주특별자치도 제주시 남광로 107,126.545841,33.497558
아띠마루커피랩,카페,제주시,용담1동,제주특별자치도 제주시 용담일동 2827-3,제주특별자치도 제주시 서광로 161,126.513735,33.500385
카페홍리,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 1780-1,제주특별자치도 서귀포시 지장샘로182번길 149,126.565009,33.268302
보메와산,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와산리 1194,제주특별자치도 제주시 조천읍 미래로 53,126.680178,33.484499
안녕육지사람,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 1197-4,제주특별자치도 제주시 우도면 우도해안길 792,126.957172,33.515189
에이바우트커피,카페,제주시,건입동,제주특별자치도 제주시 건입동 1406-1,제주특별자치도 제주시 관덕로11길 36,126.525723,33.516209
카페커피메딕,카페,서귀포시,중문동,제주특별자치도 서귀포시 대포동 1803,제주특별자치도 서귀포시 이어도로 61,126.429673,33.239111
김박사커피밀,카페,제주시,연동,제주특별자치도 제주시 연동 310-24,제주특별자치도 제주시 연문2길 9,126.498865,33.492491
봉카페,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 성산리 235-1,제주특별자치도 서귀포시 성산읍 성산등용로 12,126.933412,33.465158
와토커피,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 상모리 3854-5,제주특별자치도 서귀포시 대정읍 동일하모로 238,126.256543,33.225457
오멍가멍쉬멍,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 가파리 75-5,제주특별자치도 서귀포시 대정읍 가파로67번길 13,126.272475,33.166928
옹포다방,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 옹포리 577-2,제주특별자치도 제주시 한림읍 한림로 485-4,126.251433,33.403023
커피동굴,카페,제주시,건입동,제주특별자치도 제주시 건입동 674-53,제주특별자치도 제주시 사라봉길 5,126.539164,33.51461
꽃이피다,카페,제주시,노형동,제주특별자치도 제주시 노형동 757,제주특별자치도 제주시 진군3길 27-23,126.477854,33.477329
카페준,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 597-1,제주특별자치도 서귀포시 솔동산로22번길 15-3,126.562116,33.243579
화북대표술집,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1986-3,제주특별자치도 제주시 진남로6길 12,126.565832,33.519809
피플,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신촌리 2405-8,제주특별자치도 제주시 조천읍 신촌북3길 58,126.613801,33.537937
요나스,카페,제주시,한경면,제주특별자치도 제주시 한경면 신창리 229-1,제주특별자치도 제주시 한경면 신한로 17,126.185016,33.349727
하이디펍,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 사계리 1272,제주특별자치도 서귀포시 안덕면 사계북로41번길 142,126.297351,33.245556
파파카페테리아,카페,제주시,한경면,제주특별자치도 제주시 한경면 신창리 1371-19,제주특별자치도 제주시 한경면 한경해안로 474-20,126.172139,33.340283
서귀포시장애인단체연합회모커리,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 783-15,제주특별자치도 서귀포시 칠십리로72번길 9,126.56456,33.239773
리치망고,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 1027-3,제주특별자치도 서귀포시 쇠소깍로 164,126.620252,33.25092
사일리커피,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 상모리 1670-3,제주특별자치도 서귀포시 대정읍 최남단해안로 412,126.275891,33.199956
마라와플,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 가파리 685,제주특별자치도 서귀포시 대정읍 마라로 113,126.267317,33.114152
모래시계,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1415-1,제주특별자치도 제주시 중앙로 81-1,126.52431,33.51092
커피맛이멜로,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 동광리 2-10,제주특별자치도 서귀포시 안덕면 신화역사로 752,126.36626,33.312285
비브레이브커피로스터즈,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 1525-2,제주특별자치도 서귀포시 서호중앙로 85-13,126.518179,33.254921
설빙제주,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 1002-14,제주특별자치도 제주시 조천읍 신북로 543,126.668028,33.54161
애월7일,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 납읍리 1602-1,제주특별자치도 제주시 애월읍 납읍로4길 7,126.331214,33.438118
청연,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6034-5,제주특별자치도 제주시 도남로 189,126.534476,33.485687
루코도모,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 동복리 687,제주특별자치도 제주시 구좌읍 구좌해안로 36,126.719286,33.555631
컴포즈커피하효점,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 905,제주특별자치도 서귀포시 효돈순환로 246,126.617844,33.256881
이디야제주한림점,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 대림리 1820-6,제주특별자치도 제주시 한림읍 한림로 711,126.264311,33.418247
말로나,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 978,제주특별자치도 제주시 한림읍 귀덕11길 28,126.295052,33.445816
잇츠오케이크,카페,제주시,노형동,제주특별자치도 제주시 노형동 2590-2,제주특별자치도 제주시 수덕9길 85-2,126.47027,33.482563
소설다방,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1774-19,제주특별자치도 제주시 중앙로 204,126.528474,33.501073
달콤아재,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 1290-1,제주특별자치도 제주시 우도면 우도해안길 810,126.957485,33.513431
카페힐,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 1282-6,제주특별자치도 서귀포시 표선면 민속해안로 351,126.833962,33.311501
베트로,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 420-5,제주특별자치도 서귀포시 중정로62번길 1,126.563072,33.247639
소랑아시,카페,서귀포시,예래동,제주특별자치도 서귀포시 색달동 2507-1,제주특별자치도 서귀포시 중문관광로 27,126.41467,33.255703
컬러랩제주,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 장전리 324-7,제주특별자치도 제주시 애월읍 장전로 109-12,126.38979,33.451899
일오구카페,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 덕수리 1929-2,제주특별자치도 서귀포시 안덕면 덕수서로 159,126.304345,33.264737
커피앤두제주하귀점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 1552-6,제주특별자치도 제주시 애월읍 하귀로 121,126.408651,33.484213
망고홀릭제주,카페,제주시,연동,제주특별자치도 제주시 연동 271-40,제주특별자치도 제주시 삼무로5길 2,126.491956,33.490714
솜반내풍경,카페,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동 1223-7,제주특별자치도 서귀포시 서홍로 60,126.553601,33.253214
더카페,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 조천리 686-1,제주특별자치도 제주시 조천읍 조천18길 50-7,126.645726,33.53723
똥그리커피앤디저트,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2163-1,제주특별자치도 제주시 지석4길 17,126.58003,33.519678
카페카약올레,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 월정리 1400-45,제주특별자치도 제주시 구좌읍 월정서로 169,126.777944,33.563242
우성다방,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 272-18,제주특별자치도 서귀포시 중정로91번길 15,126.565188,33.249432
더바당카페,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 1156,제주특별자치도 제주시 애월읍 애월해안로 232-1,126.33679,33.467134
유동커피,카페,서귀포시,송산동,제주특별자치도 서귀포시 서귀동 581-4,제주특별자치도 서귀포시 태평로 406-2,126.563839,33.244432
더오라,카페,제주시,오라동,제주특별자치도 제주시 오라삼동 2267-1,제주특별자치도 제주시 동성길 36-1,126.509664,33.497042
커넥,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 세화리 1797,제주특별자치도 서귀포시 표선면 세화강왓로 66-1,126.794307,33.324398
갤러리카페꽃담,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 신엄리 2922-2,제주특별자치도 제주시 애월읍 부룡수길 51-11,126.357168,33.475392
나이체,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6106-13,제주특별자치도 제주시 인다6길 35,126.546818,33.475166
스콘가게끌림,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2100-5,제주특별자치도 제주시 지석9길 35-1,126.582774,33.524385
파스쿠찌제주제원점,카페,제주시,연동,제주특별자치도 제주시 연동 273-4,제주특별자치도 제주시 연동7길 26,126.490437,33.487462
카페동산,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1016-15,제주특별자치도 제주시 고산동산서길 11,126.530804,33.49423
봄뜨랑,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 1197-7,제주특별자치도 서귀포시 성산읍 고성동서로56번길 15,126.91458,33.449963
귀농,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 1658-1,제주특별자치도 제주시 우도면 우도봉길 2,126.956019,33.49603
오버더윈도우,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 446-3,제주특별자치도 서귀포시 태평로 379-1,126.561325,33.245199
저장고,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 가시리 2856-4,제주특별자치도 서귀포시 표선면 원님로652번길 118,126.76348,33.345423
더벤티해비치리조트점,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 40-41,제주특별자치도 서귀포시 표선면 민속해안로 577,126.84385,33.32484
이디야커피,카페,서귀포시,대륜동,제주특별자치도 서귀포시 법환동 841-2,제주특별자치도 서귀포시 일주동로 9209,126.509126,33.248331
메리앤커피,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 392-11,제주특별자치도 제주시 가령골길 19,126.540939,33.504654
레이지,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 516,제주특별자치도 제주시 서광로11길 14,126.516636,33.501136
성산해나,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 성산리 174-11,제주특별자치도 서귀포시 성산읍 성산중앙로 30-1,126.932952,33.462516
슬로리,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 1679-1,제주특별자치도 제주시 애월읍 유수암로 110,126.400774,33.43429
카페봄봄서귀,카페,서귀포시,천지동,제주특별자치도 서귀포시 서귀동 296-13,제주특별자치도 서귀포시 중앙로 65,126.561212,33.250482
블랑로쉐,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 가파리 205,제주특별자치도 서귀포시 대정읍 가파로 241,126.271064,33.174159
써니하우스,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 사계리 176-6,제주특별자치도 서귀포시 안덕면 산방로 212,126.312594,33.236436
써니의놀이터,카페,서귀포시,중문동,제주특별자치도 서귀포시 대포동 2188-1,제주특별자치도 서귀포시 이어도로 171,126.440016,33.239221
한림다방,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1314-65,제주특별자치도 제주시 한림읍 한림로17길 5,126.264206,33.416669
혼디허카오카,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 161-7,제주특별자치도 제주시 애월읍 하귀9길 54,126.415246,33.48264
텀프타운,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1049-4,제주특별자치도 제주시 고산동산5길 33-4,126.535897,33.497531
제로포인트트레일,카페,제주시,건입동,제주특별자치도 제주시 건입동 1136,제주특별자치도 제주시 산지로 25,126.529208,33.514744
세렝게티,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 999-9,제주특별자치도 서귀포시 쇠소깍로 156,126.621068,33.250886
휠스,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 2743-3,제주특별자치도 제주시 월성로 19,126.505006,33.50246
지오,카페,제주시,이도2동,제주특별자치도 제주시 도남동 917-28,제주특별자치도 제주시 도남로3길 6,126.526114,33.497908
카페연이랑,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1846-1,제주특별자치도 제주시 조천읍 선교로 586,126.709665,33.453962
카페쿠이,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 곽지리 1575-10,제주특별자치도 제주시 애월읍 곽지3길 21,126.304823,33.449126
메가엠지씨커피제주남녕점,카페,제주시,연동,제주특별자치도 제주시 연동 1954-4,제주특별자치도 제주시 남녕로 32,126.481262,33.490543
어드래커피,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 세화리 3648-4,제주특별자치도 제주시 구좌읍 세평항로 14,126.853848,33.524631
공생,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 372-9,제주특별자치도 제주시 천수동로2길 23,126.543277,33.508233
프래그란스,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 광령리 1003-12,제주특별자치도 제주시 애월읍 광령평화9길 5-8,126.439938,33.45439
아델,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 1038-12,제주특별자치도 제주시 애월읍 유수암평화5길 29,126.405522,33.424098
파파스브로트,카페,서귀포시,중문동,제주특별자치도 서귀포시 하원동 1885,제주특별자치도 서귀포시 1100로 501,126.456246,33.289901
시월의LIBRA,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 550-27,제주특별자치도 제주시 고마로 10,126.538181,33.513317
점점,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신촌리 2396,제주특별자치도 제주시 조천읍 신촌북3길 39-3,126.615248,33.537031
